City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
315,nuuk,64.1835,-51.7216,-6.659999999999968,68,14,7.72,GL,1733899800
316,chavusy,53.8075,30.9712,-4.96999999999997,90,49,1.52,BY,1733899801
317,malmesbury,-33.4608,18.7271,25.200000000000045,59,1,3.79,ZA,1733899802
318,kaa-khem,51.6833,94.7333,-15.95999999999998,92,98,0.91,RU,1733899803
319,khanty-mansiysk,61.0042,69.0019,-5.939999999999998,79,20,7.0,RU,1733899804
320,bonga,7.2833,36.2333,23.680000000000007,51,0,0.81,ET,1733899805
321,glace bay,46.1969,-59.957,4.430000000000007,96,100,6.17,CA,1733899806
322,woolgoolga,-30.1106,153.2007,23.930000000000007,67,14,4.14,AU,1733899807
323,port augusta,-32.5,137.7667,24.610000000000014,40,0,8.6,AU,1733899809
324,bubaque,11.2833,-15.8333,26.100000000000023,58,98,3.94,GW,1733899810
325,mabai,23.0128,104.4508,13.890000000000043,85,100,2.26,CN,1733899811
